type,etablissement,norme,operationnel,detenus,date,densite,dir_interregionale
EPM,Rhône,60,60,56,2019-02-01,93.33333333333333,Lyon
MA,Ajaccio,53,53,70,2019-02-01,132.0754716981132,Marseille
MA,Digne,35,35,42,2019-02-01,120,Marseille
MA,Draguignan,504,504,544,2019-02-01,107.93650793650794,Marseille
MA,Gap,37,37,36,2019-02-01,97.2972972972973,Marseille
MA,Grasse,574,574,675,2019-02-01,117.59581881533101,Marseille
MA,Nice,363,363,525,2019-02-01,144.62809917355372,Marseille
qMA,Aix-Luynes,1111,1111,1320,2019-02-01,118.8118811881188,Marseille
qMA,Avignon le Pontet,394,394,551,2019-02-01,139.8477157360406,Marseille
qMA,Borgo,183,183,200,2019-02-01,109.28961748633881,Marseille
qMA,Marseille-Les-Baumettes,614,614,872,2019-02-01,142.01954397394135,Marseille
qMA,Toulon-la-Farlède,394,394,537,2019-02-01,136.2944162436548,Marseille
CD,Casabianda,194,194,112,2019-02-01,57.73195876288659,Marseille
CD,Salon-de-Provence,650,650,641,2019-02-01,98.61538461538461,Marseille
CD,Tarascon,651,648,640,2019-02-01,98.76543209876543,Marseille
qCD,Avignon le Pontet,180,180,178,2019-02-01,98.88888888888889,Marseille
qCD,Borgo,48,48,39,2019-02-01,81.25,Marseille
qCD,Marseille-Les-Baumettes,60,60,51,2019-02-01,85,Marseille
qCD,Toulon-la-Farlède,191,191,190,2019-02-01,99.47643979057592,Marseille
MC,Arles,160,157,136,2019-02-01,86.62420382165605,Marseille
qCPA,Aix-Luynes,82,82,56,2019-02-01,68.29268292682927,Marseille
qCPA,Marseille-Les-Baumettes,24,24,36,2019-02-01,150,Marseille
qCSL,Avignon le Pontet,51,51,42,2019-02-01,82.35294117647058,Marseille
qCSL,Toulon-la-Farlède,41,41,34,2019-02-01,82.92682926829268,Marseille
EPM,Marseille,59,59,57,2019-02-01,96.61016949152543,Marseille
MA,Fleury-Mérogis,2956,2956,4149,2019-02-01,140.35859269282815,Paris
MA,Nanterre,592,592,1020,2019-02-01,172.2972972972973,Paris
MA,Osny-Pontoise,579,579,897,2019-02-01,154.9222797927461,Paris
MA,Versailles,137,137,149,2019-02-01,108.75912408759123,Paris
MA,Villepinte,583,583,1103,2019-02-01,189.19382504288166,Paris
qMA,Bois d'Arcy,503,503,940,2019-02-01,186.87872763419483,Paris
qMA,Fresnes (**),1404,1404,2560,2019-02-01,182.33618233618233,Paris
qMA,Meaux-Chauconin,385,385,755,2019-02-01,196.10389610389612,Paris
qMA,Paris-La-Santé,707,707,140,2019-02-01,19.801980198019802,Paris
CD,Melun,310,308,282,2019-02-01,91.55844155844156,Paris
qCD,Meaux-Chauconin,192,192,181,2019-02-01,94.27083333333334,Paris
qCD,Sud Francilien,535,535,490,2019-02-01,91.58878504672897,Paris
MC,Poissy,279,240,198,2019-02-01,82.5,Paris
qMC,Sud Francilien,28,28,21,2019-02-01,75,Paris
qCPA,Fresnes (Villejuif),116,116,122,2019-02-01,105.17241379310344,Paris
qCPA,Meaux-Chauconin,62,62,41,2019-02-01,66.12903225806451,Paris
CSL,Corbeil,80,80,90,2019-02-01,112.5,Paris
CSL,Gagny,48,48,89,2019-02-01,185.41666666666669,Paris
CSL,Melun,43,43,43,2019-02-01,100,Paris
qCSL,Bois d'Arcy,61,61,52,2019-02-01,85.24590163934425,Paris
qCSL,Fresnes (Villejuif),27,27,27,2019-02-01,100,Paris
qCSL,Paris-La-Santé,100,100,122,2019-02-01,122,Paris
EPM,Porcheville,60,60,56,2019-02-01,93.33333333333333,Paris
qCNE,Fresnes (**),56,56,34,2019-02-01,60.71428571428571,Paris
qCNE,Sud Francilien,233,233,159,2019-02-01,68.24034334763948,Paris
MA,Angers,266,266,383,2019-02-01,143.98496240601503,Rennes
MA,Brest,254,254,388,2019-02-01,152.75590551181102,Rennes
MA,Caen,269,269,416,2019-02-01,154.64684014869889,Rennes
MA,Cherbourg,46,46,60,2019-02-01,130.43478260869566,Rennes
MA,Coutances,48,48,61,2019-02-01,127.08333333333333,Rennes
MA,Evreux,162,162,261,2019-02-01,161.11111111111111,Rennes
MA,Fontenay-le-Comte,39,39,77,2019-02-01,197.43589743589746,Rennes
MA,La Roche-sur-Yon,39,39,80,2019-02-01,205.1282051282051,Rennes
MA,Laval,71,56,111,2019-02-01,198.21428571428572,Rennes
MA,Le Mans-Croisettes,399,399,535,2019-02-01,134.08521303258146,Rennes
MA,Rouen,649,649,574,2019-02-01,88.4437596302003,Rennes
MA,Saint Malo,92,92,112,2019-02-01,121.73913043478262,Rennes
MA,Saint-Brieuc,85,85,172,2019-02-01,202.35294117647058,Rennes
MA,Vannes,52,52,83,2019-02-01,159.6153846153846,Rennes
qMA,Caen,6,6,4,2019-02-01,66.66666666666666,Rennes
qMA,Le Havre,298,297,292,2019-02-01,98.31649831649831,Rennes
qMA,Lorient-Ploemeur,187,187,265,2019-02-01,141.71122994652404,Rennes
qMA,Nantes,570,570,707,2019-02-01,124.03508771929825,Rennes
qMA,Rennes,57,57,57,2019-02-01,100,Rennes
qMA,Rennes-Vezin,477,477,671,2019-02-01,140.67085953878407,Rennes
CD,Argentan,638,638,533,2019-02-01,83.5423197492163,Rennes
CD,Val-de-Reuil,819,780,726,2019-02-01,93.07692307692308,Rennes
qCD,Caen,434,425,368,2019-02-01,86.58823529411764,Rennes
qCD,Le Havre,392,391,367,2019-02-01,93.86189258312021,Rennes
qCD,Lorient-Ploemeur,40,40,35,2019-02-01,87.5,Rennes
qCD,Nantes,510,510,464,2019-02-01,90.98039215686275,Rennes
qCD,Rennes,231,231,173,2019-02-01,74.89177489177489,Rennes
qCD,Rennes-Vezin,209,209,197,2019-02-01,94.25837320574163,Rennes
qMC,Alençon-Condé-sur-Sarthe,195,195,110,2019-02-01,56.41025641025641,Rennes
qCPA,Alençon-Condé-sur-Sarthe,45,45,6,2019-02-01,13.333333333333334,Rennes
qCSL,Caen,50,50,16,2019-02-01,32,Rennes
qCSL,Nantes,36,36,14,2019-02-01,38.88888888888889,Rennes
qCSL,Rennes-Vezin,26,26,22,2019-02-01,84.61538461538461,Rennes
EPM,Orvault,59,55,45,2019-02-01,81.81818181818183,Rennes
MA,Bar-le-Duc,80,80,81,2019-02-01,101.25,Strasbourg
MA,Châlons-en-Champagne,313,313,319,2019-02-01,101.91693290734824,Strasbourg
MA,Charleville-Mézières,59,59,58,2019-02-01,98.30508474576271,Strasbourg
MA,Chaumont,78,78,91,2019-02-01,116.66666666666667,Strasbourg
MA,Colmar,120,120,136,2019-02-01,113.33333333333333,Strasbourg
MA,Epinal,294,294,220,2019-02-01,74.82993197278913,Strasbourg
MA,Mulhouse,277,277,460,2019-02-01,166.06498194945848,Strasbourg
MA,Reims,154,154,172,2019-02-01,111.68831168831169,Strasbourg
MA,Sarreguemines,71,71,112,2019-02-01,157.74647887323943,Strasbourg
MA,Strasbourg,445,445,650,2019-02-01,146.06741573033707,Strasbourg
MA,Troyes,114,114,139,2019-02-01,121.9298245614035,Strasbourg
qMA,Metz-Queuleu,403,403,567,2019-02-01,140.69478908188586,Strasbourg
qMA,Nancy Maxéville,453,453,627,2019-02-01,138.41059602649005,Strasbourg
CD,Ecrouves,269,269,241,2019-02-01,89.59107806691449,Strasbourg
CD,Montmédy,343,280,276,2019-02-01,98.57142857142858,Strasbourg
CD,Oermingen,268,263,230,2019-02-01,87.45247148288973,Strasbourg
CD,Saint-Mihiel,400,400,353,2019-02-01,88.25,Strasbourg
CD,Toul,427,427,402,2019-02-01,94.14519906323186,Strasbourg
CD,Villenauxe-la-Grande,606,406,338,2019-02-01,83.2512315270936,Strasbourg
qCD,Nancy Maxéville,240,240,215,2019-02-01,89.58333333333334,Strasbourg
MC,Clairvaux,91,80,73,2019-02-01,91.25,Strasbourg
MC,Ensisheim,215,200,180,2019-02-01,90,Strasbourg
qCPA,Metz-Queuleu,77,77,46,2019-02-01,59.74025974025974,Strasbourg
CSL,Briey,25,25,18,2019-02-01,72,Strasbourg
CSL,Maxéville,52,52,39,2019-02-01,75,Strasbourg
CSL,Souffelweyersheim,53,53,38,2019-02-01,71.69811320754717,Strasbourg
MA,Albi,105,105,176,2019-02-01,167.61904761904762,Toulouse
MA,Carcassonne,64,64,121,2019-02-01,189.0625,Toulouse
MA,Foix,67,65,115,2019-02-01,176.9230769230769,Toulouse
MA,Mende,49,49,56,2019-02-01,114.28571428571428,Toulouse
MA,Montauban,144,144,227,2019-02-01,157.63888888888889,Toulouse
MA,Nîmes,200,200,428,2019-02-01,214,Toulouse
MA,Rodez,99,99,132,2019-02-01,133.33333333333331,Toulouse
MA,Tarbes,72,72,110,2019-02-01,152.77777777777777,Toulouse
qMA,Béziers,389,389,621,2019-02-01,159.64010282776349,Toulouse
qMA,Perpignan,196,196,372,2019-02-01,189.79591836734696,Toulouse
qMA,Toulouse-Seysses,655,655,1191,2019-02-01,181.8320610687023,Toulouse
qMA,Villeneuve-lès-Maguelone,607,607,813,2019-02-01,133.93739703459636,Toulouse
CD,Muret,660,623,583,2019-02-01,93.57945425361156,Toulouse
CD,Saint-Sulpice-la-Pointe,102,102,88,2019-02-01,86.27450980392157,Toulouse
qCD,Béziers,420,420,406,2019-02-01,96.66666666666667,Toulouse
qCD,Lannemezan,20,10,4,2019-02-01,40,Toulouse
qCD,Perpignan,333,333,318,2019-02-01,95.4954954954955,Toulouse
qMC,Lannemezan,212,162,122,2019-02-01,75.30864197530865,Toulouse
qCSL,Toulouse-Seysses,101,52,35,2019-02-01,67.3076923076923,Toulouse
qCSL,Villeneuve-lès-Maguelone,24,24,23,2019-02-01,95.83333333333334,Toulouse
EPM,Lavaur,59,59,45,2019-02-01,76.27118644067797,Toulouse
MA,Basse-Terre,129,129,221,2019-02-01,171.31782945736433,Outre-Mer
qMA,Baie-Mahault,265,265,512,2019-02-01,193.20754716981133,Outre-Mer
qMA,Ducos,371,371,509,2019-02-01,137.1967654986523,Outre-Mer
qMA,Guyane (Remiré Montjoly),293,293,485,2019-02-01,165.52901023890786,Outre-Mer
MA,Saint-Pierre,115,115,150,2019-02-01,130.43478260869566,Outre-Mer
qMA,Saint-Denis,558,558,510,2019-02-01,91.39784946236558,Outre-Mer
qMA,Saint-Pierre-et-Miquelon,7,7,1,2019-02-01,14.285714285714285,Outre-Mer
qMA,Majicavo,164,164,192,2019-02-01,117.07317073170731,Outre-Mer
MA,Mata Utu,3,3,0,2019-02-01,0,Outre-Mer
qMA,Faa'a Nuutania,157,157,233,2019-02-01,148.4076433121019,Outre-Mer
qMA,Nouméa,190,190,263,2019-02-01,138.42105263157896,Outre-Mer
qCD,Baie-Mahault,238,238,224,2019-02-01,94.11764705882352,Outre-Mer
qCD,Ducos,367,367,305,2019-02-01,83.10626702997274,Outre-Mer
qCD,Guyane (Remiré Montjoly),320,320,315,2019-02-01,98.4375,Outre-Mer
CD,Le Port (Plaine les Galets),507,507,425,2019-02-01,83.82642998027613,Outre-Mer
qCD,Saint-Denis,17,17,17,2019-02-01,100,Outre-Mer
qCD,Saint-Pierre-et-Miquelon,4,4,1,2019-02-01,25,Outre-Mer
qCD,Majicavo,114,114,120,2019-02-01,105.26315789473684,Outre-Mer
CD,Tatutu de Papeari,410,410,326,2019-02-01,79.51219512195122,Outre-Mer
qCD,Faa'a Nuutania,7,7,11,2019-02-01,157.14285714285714,Outre-Mer
qCD,Taiohae,5,5,1,2019-02-01,20,Outre-Mer
qCD,Uturoa-Raiatea,20,20,6,2019-02-01,30,Outre-Mer
qCD,Nouméa,218,218,305,2019-02-01,139.90825688073394,Outre-Mer
MA,Agen,146,145,171,2019-01-01,117.9310344827586,Bordeaux
MA,Angoulême,236,236,196,2019-01-01,83.05084745762711,Bordeaux
MA,Bayonne,75,75,104,2019-01-01,138.66666666666669,Bordeaux
MA,Guéret,32,32,35,2019-01-01,109.375,Bordeaux
MA,Limoges,83,83,142,2019-01-01,171.08433734939757,Bordeaux
MA,Niort,66,66,106,2019-01-01,160.6060606060606,Bordeaux
MA,Pau,255,250,179,2019-01-01,71.6,Bordeaux
MA,Périgueux,101,79,94,2019-01-01,118.9873417721519,Bordeaux
MA,Rochefort,52,52,80,2019-01-01,153.84615384615387,Bordeaux
MA,Saintes,85,85,112,2019-01-01,131.76470588235293,Bordeaux
MA,Tulle,47,47,69,2019-01-01,146.80851063829786,Bordeaux
qMA,Bordeaux Gradignan,354,350,636,2019-01-01,181.71428571428572,Bordeaux
qMA,Mont-de-Marsan,333,333,295,2019-01-01,88.58858858858859,Bordeaux
qMA,Poitiers-Vivonne,305,305,403,2019-01-01,132.13114754098362,Bordeaux
CD,Bédenac,194,194,167,2019-01-01,86.08247422680412,Bordeaux
CD,Eysses,290,290,266,2019-01-01,91.72413793103448,Bordeaux
CD,Mauzac,369,369,303,2019-01-01,82.11382113821138,Bordeaux
CD,Neuvic,397,397,358,2019-01-01,90.17632241813602,Bordeaux
CD,Uzerche,594,590,541,2019-01-01,91.69491525423729,Bordeaux
qCD,Mont-de-Marsan,368,368,316,2019-01-01,85.86956521739131,Bordeaux
qCD,Poitiers-Vivonne,271,271,241,2019-01-01,88.92988929889299,Bordeaux
MC,Saint-Martin-de-Ré,478,460,331,2019-01-01,71.95652173913044,Bordeaux
qCPA,Bordeaux Gradignan,82,82,44,2019-01-01,53.65853658536586,Bordeaux
qCPA,Poitiers-Vivonne,27,27,10,2019-01-01,37.03703703703704,Bordeaux
qCSL,Mont-de-Marsan,19,19,9,2019-01-01,47.368421052631575,Bordeaux
qCSL,Poitiers-Vivonne,30,30,11,2019-01-01,36.666666666666664,Bordeaux
MA,Auxerre,101,100,180,2019-01-01,180,Dijon
MA,Belfort,39,39,44,2019-01-01,112.82051282051282,Dijon
MA,Besançon,275,275,379,2019-01-01,137.8181818181818,Dijon
MA,Blois,114,114,142,2019-01-01,124.56140350877195,Dijon
MA,Bourges,116,116,162,2019-01-01,139.6551724137931,Dijon
MA,Dijon,186,186,268,2019-01-01,144.08602150537635,Dijon
MA,Lons-le-Saunier,39,39,69,2019-01-01,176.9230769230769,Dijon
MA,Montbéliard,41,41,67,2019-01-01,163.41463414634146,Dijon
MA,Nevers,118,118,116,2019-01-01,98.30508474576271,Dijon
MA,Tours,145,145,233,2019-01-01,160.6896551724138,Dijon
MA,Vesoul,50,50,75,2019-01-01,150,Dijon
qMA,Châteauroux,105,105,128,2019-01-01,121.90476190476191,Dijon
qMA,Orléans-Saran,531,531,581,2019-01-01,109.41619585687383,Dijon
qMA,Varennes-le-Grand,193,193,291,2019-01-01,150.77720207253887,Dijon
CD,Châteaudun,597,597,542,2019-01-01,90.78726968174205,Dijon
CD,Joux-la-Ville,601,601,552,2019-01-01,91.84692179700498,Dijon
qCD,Châteauroux,270,253,238,2019-01-01,94.0711462450593,Dijon
qCD,Orléans-Saran,217,217,88,2019-01-01,40.55299539170507,Dijon
qCD,Varennes-le-Grand,191,191,171,2019-01-01,89.52879581151832,Dijon
MC,Saint Maur,337,260,183,2019-01-01,70.38461538461539,Dijon
CSL,Besançon,23,23,13,2019-01-01,56.52173913043478,Dijon
CSL,Montargis,20,20,14,2019-01-01,70,Dijon
qCSL,Orléans-Saran,60,60,17,2019-01-01,28.333333333333332,Dijon
MA,Amiens,307,270,409,2019-01-01,151.4814814814815,Lille
MA,Arras,209,209,187,2019-01-01,89.47368421052632,Lille
MA,Béthune,180,180,383,2019-01-01,212.77777777777777,Lille
MA,Douai,384,368,556,2019-01-01,151.08695652173913,Lille
MA,Dunkerque,123,123,127,2019-01-01,103.2520325203252,Lille
MA,Valenciennes,212,212,321,2019-01-01,151.41509433962264,Lille
qMA,Beauvais,586,586,617,2019-01-01,105.2901023890785,Lille
qMA,Laon,189,189,269,2019-01-01,142.32804232804233,Lille
qMA,Liancourt,20,20,16,2019-01-01,80,Lille
qMA,Lille-Annoeullin,477,477,589,2019-01-01,123.48008385744235,Lille
qMA,Longuenesse,193,193,334,2019-01-01,173.05699481865284,Lille
qMA,Maubeuge,201,201,257,2019-01-01,127.86069651741295,Lille
qMA,Vendin Le Vieil,32,32,5,2019-01-01,15.625,Lille
qMA,Lille-Loos-Séquedin (Lille-Séquedin),584,584,861,2019-01-01,147.43150684931507,Lille
CD,Bapaume,599,599,549,2019-01-01,91.65275459098497,Lille
qCD,Château-Thierry,29,29,7,2019-01-01,24.137931034482758,Lille
qCD,Laon,199,199,168,2019-01-01,84.42211055276381,Lille
qCD,Liancourt,594,594,489,2019-01-01,82.32323232323232,Lille
qCD,Lille-Annoeullin,209,209,193,2019-01-01,92.34449760765551,Lille
qCD,Longuenesse,399,399,380,2019-01-01,95.23809523809523,Lille
qCD,Maubeuge,199,199,166,2019-01-01,83.41708542713567,Lille
qCD,Vendin Le Vieil,33,33,0,2019-01-01,0,Lille
qMC,Château-Thierry,101,101,75,2019-01-01,74.25742574257426,Lille
qMC,Vendin Le Vieil,171,171,90,2019-01-01,52.63157894736842,Lille
qCPA,Longuenesse,96,96,24,2019-01-01,25,Lille
qCSL,Beauvais,30,30,23,2019-01-01,76.66666666666667,Lille
qCSL,Lille-Loos-Séquedin (Haubourdin),60,60,22,2019-01-01,36.666666666666664,Lille
qCSL,Longuenesse,50,50,10,2019-01-01,20,Lille
EPM,Quiévrechain,60,59,33,2019-01-01,55.932203389830505,Lille
qCNE,Lille-Loos-Séquedin,33,30,2,2019-01-01,6.666666666666667,Lille
MA,Aurillac,72,72,44,2019-01-01,61.111111111111114,Lyon
MA,Bonneville,187,171,258,2019-01-01,150.87719298245614,Lyon
MA,Chambéry,93,93,123,2019-01-01,132.25806451612902,Lyon
MA,Le-Puy-en-Velay,35,35,56,2019-01-01,160,Lyon
MA,Lyon Corbas,688,688,948,2019-01-01,137.7906976744186,Lyon
MA,Montluçon,22,22,34,2019-01-01,154.54545454545453,Lyon
MA,Privas,57,57,72,2019-01-01,126.3157894736842,Lyon
qMA,Aiton,219,219,315,2019-01-01,143.83561643835617,Lyon
qMA,Bourg-en-Bresse,388,388,412,2019-01-01,106.18556701030928,Lyon
qMA,Grenoble,232,232,322,2019-01-01,138.79310344827587,Lyon
qMA,Moulins Yzeure,136,136,147,2019-01-01,108.08823529411764,Lyon
qMA,Riom,384,384,371,2019-01-01,96.61458333333334,Lyon
qMA,Saint Etienne-la-Talaudière,287,287,382,2019-01-01,133.10104529616723,Lyon
qMA,Saint-Quentin-Fallavier,237,237,301,2019-01-01,127.0042194092827,Lyon
qMA,Valence,344,344,377,2019-01-01,109.59302325581395,Lyon
qMA,Villefranche-sur-Saône,599,599,691,2019-01-01,115.35893155258765,Lyon
CD,Roanne,599,599,537,2019-01-01,89.64941569282136,Lyon
qCD,Aiton,200,200,187,2019-01-01,93.5,Lyon
qCD,Bourg-en-Bresse,300,300,292,2019-01-01,97.33333333333334,Lyon
qCD,Riom,164,164,155,2019-01-01,94.51219512195121,Lyon
qCD,Saint-Quentin-Fallavier,192,192,182,2019-01-01,94.79166666666666,Lyon
qMC,Moulins Yzeure,123,123,114,2019-01-01,92.6829268292683,Lyon
qMC,Valence,128,63,50,2019-01-01,79.36507936507937,Lyon
CSL,Lyon,116,116,67,2019-01-01,57.758620689655174,Lyon
qCSL,Bourg-en-Bresse,40,40,16,2019-01-01,40,Lyon
qCSL,Grenoble,36,36,26,2019-01-01,72.22222222222221,Lyon
qCSL,Riom,20,20,10,2019-01-01,50,Lyon
qCSL,Saint Etienne-la-Talaudière,40,40,17,2019-01-01,42.5,Lyon
qCSL,Villefranche-sur-Saône,39,39,10,2019-01-01,25.64102564102564,Lyon
EPM,Rhône,60,60,44,2019-01-01,73.33333333333333,Lyon
MA,Ajaccio,53,53,67,2019-01-01,126.41509433962264,Marseille
MA,Digne,35,35,41,2019-01-01,117.14285714285715,Marseille
MA,Draguignan,504,504,546,2019-01-01,108.33333333333333,Marseille
MA,Gap,37,37,37,2019-01-01,100,Marseille
MA,Grasse,574,574,694,2019-01-01,120.90592334494774,Marseille
MA,Nice,363,363,523,2019-01-01,144.0771349862259,Marseille
qMA,Aix-Luynes,1111,1111,1358,2019-01-01,122.23222322232223,Marseille
qMA,Avignon le Pontet,394,394,543,2019-01-01,137.81725888324874,Marseille
qMA,Borgo,183,183,215,2019-01-01,117.4863387978142,Marseille
qMA,Marseille-Les-Baumettes,614,614,868,2019-01-01,141.36807817589576,Marseille
qMA,Toulon-la-Farlède,394,394,528,2019-01-01,134.01015228426397,Marseille
CD,Casabianda,194,194,110,2019-01-01,56.70103092783505,Marseille
CD,Salon-de-Provence,650,650,625,2019-01-01,96.15384615384616,Marseille
CD,Tarascon,651,648,626,2019-01-01,96.60493827160494,Marseille
qCD,Avignon le Pontet,180,180,177,2019-01-01,98.33333333333333,Marseille
qCD,Borgo,48,48,38,2019-01-01,79.16666666666666,Marseille
qCD,Marseille-Les-Baumettes,60,60,55,2019-01-01,91.66666666666666,Marseille
qCD,Toulon-la-Farlède,191,191,187,2019-01-01,97.90575916230367,Marseille
MC,Arles,160,157,134,2019-01-01,85.35031847133759,Marseille
qCPA,Aix-Luynes,82,82,51,2019-01-01,62.19512195121951,Marseille
qCPA,Marseille-Les-Baumettes,24,24,28,2019-01-01,116.66666666666667,Marseille
qCSL,Avignon le Pontet,51,51,39,2019-01-01,76.47058823529412,Marseille
qCSL,Toulon-la-Farlède,41,41,28,2019-01-01,68.29268292682927,Marseille
EPM,Marseille,59,59,42,2019-01-01,71.1864406779661,Marseille
MA,Fleury-Mérogis,2956,2956,4232,2019-01-01,143.16644113667118,Paris
MA,Nanterre,592,592,1009,2019-01-01,170.4391891891892,Paris
MA,Osny-Pontoise,579,579,895,2019-01-01,154.57685664939552,Paris
MA,Versailles,137,137,158,2019-01-01,115.32846715328466,Paris
MA,Villepinte,583,583,1109,2019-01-01,190.2229845626072,Paris
qMA,Bois d'Arcy,587,587,944,2019-01-01,160.81771720613287,Paris
qMA,Fresnes (**),1320,1320,2600,2019-01-01,196.96969696969697,Paris
qMA,Meaux-Chauconin,385,385,769,2019-01-01,199.74025974025975,Paris
CD,Melun,310,308,286,2019-01-01,92.85714285714286,Paris
qCD,Meaux-Chauconin,192,192,176,2019-01-01,91.66666666666666,Paris
qCD,Sud Francilien,535,535,494,2019-01-01,92.33644859813084,Paris
MC,Poissy,279,240,200,2019-01-01,83.33333333333334,Paris
qMC,Sud Francilien,28,28,21,2019-01-01,75,Paris
qCPA,Fresnes (Villejuif),116,116,118,2019-01-01,101.72413793103448,Paris
qCPA,Meaux-Chauconin,62,62,46,2019-01-01,74.19354838709677,Paris
CSL,Corbeil,80,80,88,2019-01-01,110.00000000000001,Paris
CSL,Gagny,48,48,88,2019-01-01,183.33333333333331,Paris
CSL,Melun,43,43,38,2019-01-01,88.37209302325581,Paris
CSL,Paris-La-Santé,100,100,117,2019-01-01,117,Paris
qCSL,Bois d'Arcy,61,61,60,2019-01-01,98.36065573770492,Paris
qCSL,Fresnes (Villejuif),27,27,20,2019-01-01,74.07407407407408,Paris
EPM,Porcheville,60,60,52,2019-01-01,86.66666666666667,Paris
qCNE,Fresnes (**),56,56,36,2019-01-01,64.28571428571429,Paris
qCNE,Sud Francilien,233,233,190,2019-01-01,81.54506437768241,Paris
MA,Angers,266,266,382,2019-01-01,143.60902255639098,Rennes
MA,Brest,254,254,365,2019-01-01,143.7007874015748,Rennes
MA,Caen,269,269,384,2019-01-01,142.75092936802974,Rennes
MA,Cherbourg,46,46,46,2019-01-01,100,Rennes
MA,Coutances,48,48,55,2019-01-01,114.58333333333333,Rennes
MA,Evreux,162,162,261,2019-01-01,161.11111111111111,Rennes
MA,Fontenay-le-Comte,39,39,71,2019-01-01,182.05128205128204,Rennes
MA,La Roche-sur-Yon,39,39,78,2019-01-01,200,Rennes
MA,Laval,71,56,105,2019-01-01,187.5,Rennes
MA,Le Mans-Croisettes,399,399,526,2019-01-01,131.8295739348371,Rennes
MA,Rouen,649,649,569,2019-01-01,87.67334360554699,Rennes
MA,Saint Malo,92,92,108,2019-01-01,117.3913043478261,Rennes
MA,Saint-Brieuc,85,85,126,2019-01-01,148.23529411764707,Rennes
MA,Vannes,52,52,79,2019-01-01,151.9230769230769,Rennes
qMA,Caen,6,6,5,2019-01-01,83.33333333333334,Rennes
qMA,Le Havre,298,297,291,2019-01-01,97.97979797979798,Rennes
qMA,Lorient-Ploemeur,187,187,254,2019-01-01,135.8288770053476,Rennes
qMA,Nantes,570,570,668,2019-01-01,117.19298245614036,Rennes
qMA,Rennes,57,57,61,2019-01-01,107.01754385964912,Rennes
qMA,Rennes-Vezin,477,477,674,2019-01-01,141.29979035639414,Rennes
CD,Argentan,638,638,546,2019-01-01,85.57993730407524,Rennes
CD,Val-de-Reuil,819,780,727,2019-01-01,93.2051282051282,Rennes
qCD,Caen,434,425,364,2019-01-01,85.6470588235294,Rennes
qCD,Le Havre,392,391,338,2019-01-01,86.44501278772378,Rennes
qCD,Lorient-Ploemeur,40,40,39,2019-01-01,97.5,Rennes
qCD,Nantes,510,510,460,2019-01-01,90.19607843137256,Rennes
qCD,Rennes,231,231,168,2019-01-01,72.72727272727273,Rennes
qCD,Rennes-Vezin,209,209,201,2019-01-01,96.17224880382776,Rennes
qMC,Alençon-Condé-sur-Sarthe,195,195,109,2019-01-01,55.8974358974359,Rennes
qCPA,Alençon-Condé-sur-Sarthe,45,45,9,2019-01-01,20,Rennes
qCSL,Caen,50,50,16,2019-01-01,32,Rennes
qCSL,Nantes,36,36,17,2019-01-01,47.22222222222222,Rennes
qCSL,Rennes-Vezin,26,26,22,2019-01-01,84.61538461538461,Rennes
EPM,Orvault,59,55,36,2019-01-01,65.45454545454545,Rennes
MA,Bar-le-Duc,80,80,85,2019-01-01,106.25,Strasbourg
MA,Châlons-en-Champagne,313,313,318,2019-01-01,101.59744408945687,Strasbourg
MA,Charleville-Mézières,59,59,66,2019-01-01,111.86440677966101,Strasbourg
MA,Chaumont,78,78,87,2019-01-01,111.53846153846155,Strasbourg
MA,Colmar,120,120,123,2019-01-01,102.49999999999999,Strasbourg
MA,Epinal,294,294,222,2019-01-01,75.51020408163265,Strasbourg
MA,Mulhouse,277,277,461,2019-01-01,166.42599277978337,Strasbourg
MA,Reims,154,154,163,2019-01-01,105.84415584415585,Strasbourg
MA,Sarreguemines,71,71,107,2019-01-01,150.70422535211267,Strasbourg
MA,Strasbourg,445,445,641,2019-01-01,144.04494382022472,Strasbourg
MA,Troyes,114,114,114,2019-01-01,100,Strasbourg
qMA,Metz-Queuleu,403,403,593,2019-01-01,147.14640198511165,Strasbourg
qMA,Nancy Maxéville,453,453,638,2019-01-01,140.83885209713026,Strasbourg
CD,Ecrouves,269,269,245,2019-01-01,91.07806691449815,Strasbourg
